date,asset,observed_log_price,trend,seasonal,residual
2010-06-09,sp500,4.663910681010692,4.6922240950792755,0.012766520679202193,-0.04107993474778571
2010-06-10,sp500,4.692723082995953,4.692902578320845,-0.0032524102164116944,0.003072914891520284
2010-06-11,sp500,4.697567035254059,4.694081019030659,0.00628970962336055,-0.00280369339996156
2010-06-14,sp500,4.696015869287668,4.69519649575921,0.0011454286271973839,-0.00032605509873917526
2010-06-15,sp500,4.718498871295094,4.695823944866887,-0.020297222343117326,0.042972148771324825
2010-06-16,sp500,4.718141664647253,4.69657649132113,0.016735783877590435,0.00482938944853295
2010-06-17,sp500,4.719748090695527,4.696873352168337,-0.0007388275147605888,0.023613566041950307
2010-06-18,sp500,4.716085246559246,4.691206081037785,0.00331891195413229,0.021560253567329823
2010-06-21,sp500,4.713217090071225,4.68348082848481,0.0005596562508333672,0.029176605335582195
2010-06-22,sp500,4.696563614417302,4.6789653170110785,-0.01863946667032444,0.03623776407654766
2010-06-23,sp500,4.693455750855452,4.677606378368144,0.013901932824480623,0.0019474396628273993
2010-06-24,sp500,4.676746384477314,4.6773092508455365,-0.0003208045322178672,-0.00024206183600483655
2010-06-25,sp500,4.680926798387338,4.677099720317197,0.0031111664431431657,0.0007159116269974675
2010-06-28,sp500,4.677769878402435,4.676825331818848,0.0035342588978787256,-0.0025897123142915035
2010-06-29,sp500,4.646408094004336,4.676334941734966,-0.01429989377446421,-0.015626953956165757
2010-06-30,sp500,4.6368626327205815,4.675938888896295,0.004946758018009575,-0.04402301419372279
2010-07-01,sp500,4.632396172241683,4.676450838398416,0.0007099500476438971,-0.04476461620437622
2010-07-02,sp500,4.626931677769604,4.677492257633534,0.003108566565164677,-0.053669146429094816
2010-07-06,sp500,4.6334660551429385,4.678059718496162,0.00893829900328273,-0.053531962356506924
2010-07-07,sp500,4.6644762918854985,4.6785095334401365,-0.013862071416432916,-0.00017117013820477922
2010-07-08,sp500,4.674323044676408,4.679098793243093,-0.0014969679885672243,-0.0032787805781184787
2010-07-09,sp500,4.681760788149804,4.679550190896814,0.000877325438166781,0.0013332718148229006
2010-07-12,sp500,4.682408966328894,4.679981833070926,0.0039519505036221805,-0.0015248172456541198
2010-07-13,sp500,4.697384669975903,4.680613214454054,0.010417439790939415,0.006354015730909879
2010-07-14,sp500,4.697293474863897,4.681593308670453,-0.00952934189470411,0.025229508088147945
2010-07-15,sp500,4.697567035254059,4.6827871515113495,-0.007104423535367813,0.021884307278076776
2010-07-16,sp500,4.669646205172456,4.688729671120538,-0.0005863163474897347,-0.018497149600592344
2010-07-19,sp500,4.675535448648655,4.70303798213339,0.004886706023717037,-0.03238923950845152
2010-07-20,sp500,4.686565824192085,4.706010035629108,0.01176031169982455,-0.031204523136847406
2010-07-21,sp500,4.673482826170178,4.706427478153837,-0.005426498603936037,-0.027518153379722854
2010-07-22,sp500,4.695559185715772,4.706666918201692,-0.008801699650225514,-0.002306032835694083
2010-07-23,sp500,4.704200709451046,4.707014692916255,-0.004327144740289364,0.0015131612750796108
2010-07-26,sp500,4.714562562759288,4.707549258220927,0.007701490941819173,-0.0006881864034582463
2010-07-27,sp500,4.714472920878541,4.708220858011069,0.007828007821070387,-0.0015759449535979186
2010-07-28,sp500,4.707997495787562,4.709204416999891,-0.0009649443858304172,-0.00024197682649873542
2010-07-29,sp500,4.703113260318055,4.710353697663793,-0.008144211673374584,0.0009037743276367749
2010-07-30,sp500,4.702931903770587,4.711547670043157,-0.0061302316517570215,-0.0024855346208134677
2010-08-02,sp500,4.7252616662459115,4.712647122413663,0.006088016866483177,0.006526526965765278
2010-08-03,sp500,4.720461230322826,4.713689174544151,0.006662320338927704,0.00010973543974746036
2010-08-04,sp500,4.7271222967388375,4.714776351188118,0.0012714993467151966,0.011074446204004218
2010-08-05,sp500,4.726059503263545,4.714431649474221,-0.005730446623844678,0.017358300413167882
2010-08-06,sp500,4.721974965530176,4.706499935376854,-0.005990263276554097,0.02146529342987602
2010-08-09,sp500,4.727299319221155,4.6960316398363275,0.0023921397729744303,0.028875539611853185
2010-08-10,sp500,4.721885985684052,4.692081143998095,0.008252799819157969,0.02155204186679871
2010-08-11,sp500,4.694096395182493,4.690738414181415,-0.00028772017238472064,0.0036457011734629674
2010-08-12,sp500,4.68794761244566,4.6898797614286485,-0.0031046152838758593,0.0011724663008871872
2010-08-13,sp500,4.684997485847646,4.689128044538467,-0.004964596485305557,0.0008340377944842103
2010-08-16,sp500,4.6845357413688316,4.6878512164031125,-0.0012051531222337538,-0.002110321912047297
2010-08-17,sp500,4.696746129475301,4.685814443049559,0.010636645273269177,0.0002950411524720309
2010-08-18,sp500,4.698569450246641,4.683652802514577,-0.0025465045479276527,0.017463152279991512
2010-08-19,sp500,4.681019498271529,4.681700096254636,-0.0012368088259367461,0.0005562108428298629
2010-08-20,sp500,4.677769878402435,4.679609815722252,-0.001710205783704229,-0.0001297315361128426
2010-08-23,sp500,4.673949701382917,4.677665664479572,-0.0031986108080565992,-0.0005173522885977277
2010-08-24,sp500,4.658995272682999,4.675961086280214,0.007298685984717421,-0.024264499581932775
2010-08-25,sp500,4.66287289611638,4.6739848563654895,-0.004979879287772241,-0.006132080961337216
2010-08-26,sp500,4.656148430752721,4.67275546944188,-0.00032033535984413164,-0.01628670332931481
2010-08-27,sp500,4.671519566529625,4.677055933369365,0.002333295652914578,-0.00786966249265486
2010-08-30,sp500,4.656908381392506,4.6848005700205695,-0.002127430735409707,-0.02576475789265409
2010-08-31,sp500,4.656908381392506,4.691338491483135,0.004571010290815882,-0.0390011203814451
2010-09-01,sp500,4.686381441412914,4.695342183247307,-0.006233094046631513,-0.002727647787761356
2010-09-02,sp500,4.695650539116466,4.69821587219431,-0.0006907653767109399,-0.0018745677011331452
2010-09-03,sp500,4.708538718965125,4.700694457782644,0.004891645374285196,0.0029526158081951692
2010-09-07,sp500,4.697202271434585,4.703657403270354,-0.0009311022183534944,-0.0055240296174154935
2010-09-08,sp500,4.704200709451046,4.7073726832166285,0.0007694558105584171,-0.003941429576141076
2010-09-09,sp500,4.708809220747577,4.71134262228532,-0.003927900628886503,0.0013944990911429755
2010-09-10,sp500,4.713845202613747,4.715329119269492,-0.0023101222938594584,0.00082620563811453
2010-09-13,sp500,4.724906867590425,4.719196052579843,0.006324468508108266,-0.0006136534975258456
2010-09-14,sp500,4.724285666878253,4.722482322657428,0.0003736257309625213,0.001429718489862175
2010-09-15,sp500,4.72809553282539,4.725301180556169,2.183174409006738e-05,0.0027725205251307727
2010-09-16,sp500,4.727830198723979,4.727780307324708,-0.00409153425775128,0.004141425657022246
2010-09-17,sp500,4.722864328804734,4.7295647302570005,-0.0028002115050753977,-0.0039001899471911017
2010-09-20,sp500,4.738038859062516,4.73041454464601,0.005136755816699678,0.0024875585998067606
2010-09-21,sp500,4.736022994406854,4.7309601070694045,0.0026147623713204445,0.002448124966129228
2010-09-22,sp500,4.731097742585882,4.731869410329627,0.00025043957037620496,-0.0010221073141210013
2010-09-23,sp500,4.722953221644475,4.7332541358707285,-0.0042874351382402075,-0.006013479088013973
2010-09-24,sp500,4.743365684739491,4.734746968304377,-0.002698266140216813,0.011316982575331203
2010-09-27,sp500,4.738564069158622,4.736568133449528,0.003166932642867398,-0.001170996933772983
2010-09-28,sp500,4.742058438050213,4.738432806828165,0.003292419802888087,0.0003332114191598734
2010-09-29,sp500,4.740312779930385,4.739948913985753,0.0007060197598944324,-0.00034215381526259137
2010-09-30,sp500,4.737338149565509,4.741743768463838,-0.004478623236505329,7.300433817647445e-05
2010-10-01,sp500,4.741535060508608,4.744386079162269,-0.0015029477054215856,-0.0013480709482402986
2010-10-04,sp500,4.7340030578310595,4.747536875074032,0.0019769110822887774,-0.015510728325261347
2010-10-05,sp500,4.753934959253203,4.750789030108112,0.0019179060984219286,0.0012280230466696906
2010-10-06,sp500,4.753848778359454,4.753716261656824,0.0011173557804461346,-0.000984839077815991
2010-10-07,sp500,4.7526414653463,4.756026386090692,-0.0032053196413693455,-0.00017960110302261967
2010-10-08,sp500,4.758234561714928,4.758013052642071,-0.0005735312827938275,0.0007950403556504781
2010-10-11,sp500,4.759177998467439,4.760314295788558,0.0012801872985415685,-0.0024164846196610412
2010-10-12,sp500,4.7622594012308666,4.762765751171263,0.0006563424505015954,-0.001162692390898279
2010-10-13,sp500,4.770006428441026,4.764936430472066,0.0006979954113566528,0.004372002557603949
2010-10-14,sp500,4.766097850094374,4.766679771707543,-0.0019460119593740196,0.0013640903462048826
2010-10-15,sp500,4.768139014266231,4.768163350493301,-0.0004658014330255935,0.0004414652059558932
2010-10-18,sp500,4.7730546949842765,4.769402467211418,0.0011135943258928133,0.002538633446965477
2010-10-19,sp500,4.759863575664572,4.770505670276158,0.0006268503556051897,-0.011268944967190997
2010-10-20,sp500,4.769582322238478,4.7717116939106505,0.0006926140882722701,-0.0028219857604447895
2010-10-21,sp500,4.771785712960429,4.772789782032033,-0.0015804486174795214,0.0005763795458753052
2010-10-22,sp500,4.7736463359599925,4.773508721154028,-0.0009336178597593727,0.0010712326657245086
2010-10-25,sp500,4.776599301615622,4.774135458648023,0.0005621057640436634,0.0019017372035561309
2010-10-26,sp500,4.77676777941907,4.774783417576927,0.0009375530045794319,0.0010468088375636952
2010-10-27,sp500,4.773899789262579,4.775331698820355,0.0014345245056645258,-0.0028664340634403374
2010-10-28,sp500,4.774068722449905,4.77601335686188,-0.0005960199641274524,-0.0013486144478482842
2010-10-29,sp500,4.7748285688286485,4.776944007178252,-0.0026300533775294108,0.0005146150279253803
2010-11-01,sp500,4.775166093091409,4.777935670036988,-0.0011574563672397103,-0.001612120578339038
2010-11-02,sp500,4.783065293829132,4.779017713664649,0.0018891702263814894,0.0021584099381017907
2010-11-03,sp500,4.787074989285704,4.781016099433586,0.0035454728700454723,0.002513416982072414
2010-11-04,sp500,4.80614992460058,4.785647760521247,0.00012429213407733888,0.02037787194525542
2010-11-05,sp500,4.809905337618946,4.792117095560132,-0.002927512352342338,0.020715754411155807
2010-11-08,sp500,4.808029393999594,4.797234360003498,-0.0019166907380312535,0.012711724734128182
2010-11-09,sp500,4.800819202992908,4.798785452865926,-0.000802658033043341,0.0028364081600260604
2010-11-10,sp500,4.804840381116659,4.797869697613815,0.0047732919079436185,0.0021973915949002887
2010-11-11,sp500,4.801065862809164,4.7967885512249016,0.0012346407524650937,0.0030426708317969897
2010-11-12,sp500,4.789157022101107,4.795476762485153,-0.0019647352898064683,-0.004355005094239139
2010-11-15,sp500,4.787741711537254,4.793033985134972,-0.001070671478088472,-0.004221602119629964
2010-11-16,sp500,4.7720396382231245,4.790354465449986,-0.004246539221549699,-0.014068288005312013
2010-11-17,sp500,4.772547295396223,4.788508569515598,0.004612424225435437,-0.020573698344809266
2010-11-18,sp500,4.787158353880808,4.787376767309376,0.0022734017944756246,-0.0024918152230437585
2010-11-19,sp500,4.789905494005981,4.786716469760184,-0.0005116532958704023,0.003700677541667474
2010-11-22,sp500,4.7890738239646975,4.786491753126163,-0.0002719931364113053,0.0028540639749454755
2010-11-23,sp500,4.774490930604794,4.786413031311615,-0.006757992986433665,-0.005164107720387001
2010-11-24,sp500,4.789157022101107,4.786683952744175,0.0035465364535142286,-0.0010734670965826254
2010-11-26,sp500,4.777441406928545,4.789214423006879,0.0026147142858335645,-0.014387730364167517
2010-11-29,sp500,4.780467127845082,4.795073598100338,0.0011961963975703348,-0.015802666652826147
2010-11-30,sp500,4.7748285688286485,4.8018002312828285,0.0005638701163532187,-0.027535532570532872
2010-12-01,sp500,4.7958731868099616,4.805987652508198,-0.0075674677872739245,-0.0025469979109624674
2010-12-02,sp500,4.808600705992281,4.807535047947082,0.002042515279911446,-0.00097685723471308
2010-12-03,sp500,4.811289646296506,4.808839945726585,0.002325383946128932,0.00012431662379164266
2010-12-06,sp500,4.810231229751535,4.810655631404238,0.0014070847603107237,-0.0018314864130140052
2010-12-07,sp500,4.810801285551003,4.8130525551728,0.0007520865710372142,-0.0030033561928339836
2010-12-08,sp500,4.814458191011861,4.815736765903231,-0.004447805014204104,0.003169230122834321
2010-12-09,sp500,4.81834420626481,4.818399857835132,0.0012048954453295565,-0.001260547015651703
2010-12-10,sp500,4.824145060430081,4.8207166769364695,0.0014316810813592934,0.001996702412252027
2010-12-13,sp500,4.824787527525743,4.822460736648848,0.00016026567070047661,0.002166525206193981
2010-12-14,sp500,4.825670246356884,4.82352429658902,0.00047173062198639084,0.0016742191458778422
2010-12-15,sp500,4.821087692210561,4.824294306498001,-0.0017799075541956608,-0.0014267067332447425
2010-12-16,sp500,4.826872699505897,4.825099584824824,0.0002589991711314904,0.001514115509941405
2010-12-17,sp500,4.822697998516666,4.826300403889515,0.000457253083704017,-0.004059658456553983
2010-12-20,sp500,4.825108606353353,4.827874443069785,-2.9885323685151378e-05,-0.0027359513927471824
2010-12-21,sp500,4.831428880202447,4.829598873450717,0.0013510652522238337,0.00047894149950611364
2010-12-22,sp500,4.834534349115358,4.831290657626634,-0.0007866097128980019,0.004030301201621178
2010-12-23,sp500,4.833102254034098,4.832787802036228,-0.0008374996175539459,0.0011519516154239184
2010-12-27,sp500,4.833500263989602,4.8337996924494275,-0.00011182528120042871,-0.00018760317862565046
2010-12-28,sp500,4.834931789603877,4.8344533635925035,-0.0005018567563852165,0.0009802827677578563
2010-12-29,sp500,4.835646784669093,4.835411795023607,0.0021481680045412318,-0.0019131783590546902
2010-12-30,sp500,4.834057211929367,4.837007364429517,-0.00020405349871521555,-0.002746099001434743
2010-12-31,sp500,4.8342958089798485,4.839074923103555,-0.0011250880699069927,-0.0036540260537991642
2011-01-03,sp500,4.8445807097661735,4.84131153126027,0.00021339776283939383,0.0030557807430646733
2011-01-04,sp500,4.844029593742304,4.843384678596765,-0.0012016554211121658,0.0018465705666512733
2011-01-05,sp500,4.849213801410043,4.844961442495233,0.001902833775574779,0.0023495251392349203
2011-01-06,sp500,4.847253247121696,4.846214972142154,-0.0006179261224360683,0.0016562011019773948
2011-01-07,sp500,4.845288841508263,4.847501420321644,-0.00044113782578525634,-0.0017714409875964066
2011-01-10,sp500,4.844029593742304,4.8490881806154364,0.0012371185035989455,-0.0062957053767309645
2011-01-11,sp500,4.847567194224188,4.851034595702679,-0.0015812516661502251,-0.0018861498123410314
2011-01-12,sp500,4.856551278713541,4.853276027600805,0.001175415712422273,0.0020998354003127773
2011-01-13,sp500,4.854916719096835,4.855305350929954,-0.0013513180764019755,0.0009626862432829952
2011-01-14,sp500,4.8621352857778115,4.856578920809963,0.0011926471523692388,0.004363717815478729
2011-01-18,sp500,4.86383530936938,4.857210342440161,0.0010643226059650248,0.0055606443232534275
2011-01-19,sp500,4.853981484050879,4.857450493054152,-0.0016790011644293083,-0.0017900078388439766
2011-01-20,sp500,4.85265506868846,4.8576172886239375,0.00041042810871713047,-0.005372648044194683
2011-01-21,sp500,4.854916719096835,4.858164752805931,-0.0018940195667289756,-0.0013540141423673546
2011-01-24,sp500,4.860587297852597,4.859317956864645,0.0022043804005418403,-0.0009350394125906547
2011-01-25,sp500,4.861129366243924,4.860759871933549,0.0016622501533651926,-0.0012927558429902675
2011-01-26,sp500,4.864992761560793,4.862458374003221,-0.001532006587176977,0.00406639414474963
2011-01-27,sp500,4.867457524419928,4.864952638214658,-0.0010158336311716512,0.0035207198364419767
2011-01-28,sp500,4.849840367846581,4.86796619191919,-0.001738380776235818,-0.016387443296372872
2011-01-31,sp500,4.857328702370825,4.870667241437414,0.002152073488702299,-0.015490612555290717
2011-02-01,sp500,4.873210618184584,4.87279176584502,0.0013568068902367946,-0.0009379545506726927
2011-02-02,sp500,4.871296595474155,4.874673409219699,-0.0007438596858296702,-0.0026329540597131995
2011-02-03,sp500,4.87351652213313,4.876460832777732,-0.0007783299889262654,-0.0021659806556755257
2011-02-04,sp500,4.876341706312883,4.8783940006163995,-0.0004956808550063171,-0.0015566134485105465
2011-02-07,sp500,4.882574624028738,4.880597197222448,0.0011387421633483235,0.0008386846429413453
2011-02-08,sp500,4.887110807810759,4.882985235883272,-0.0005669934298897473,0.004692565357376388
2011-02-09,sp500,4.884845288037956,4.885463668802879,-0.0010947030321672012,0.0004763222672430345
2011-02-10,sp500,4.885223231275381,4.887754749470157,0.0006500689599487428,-0.003181587154725385
2011-02-11,sp500,4.891175854058928,4.889703011417897,0.002743559814694697,-0.0012707171736634493
2011-02-14,sp500,4.893576995754329,4.891438630588794,-0.000540387890437997,0.0026787530559735373
2011-02-15,sp500,4.890424313365204,4.892951908384412,-0.0025196250215873987,-7.969997620094205e-06
2011-02-16,sp500,4.896719769966362,4.893398448392541,-0.0024181880883182177,0.005739509662138431
2011-02-17,sp500,4.899703733388974,4.892291542844872,0.00269914177761787,0.004713048766483929
2011-02-18,sp500,4.901787222497451,4.889909963967759,0.005956156933619241,0.005921101596072731
2011-02-22,sp500,4.881513213769878,4.887043817466562,-0.0035774084547335067,-0.0019531952419509224
2011-02-23,sp500,4.87534998330373,4.884430995092522,-0.0045039167173736225,-0.004577095071418569
2011-02-24,sp500,4.874662829239662,4.882410411407351,-0.0023162439029126027,-0.005431338264776819
2011-02-25,sp500,4.885298802784958,4.881230808624205,0.005538272541622337,-0.0014702783808697717
2011-02-28,sp500,4.891476312259941,4.880847204420149,0.006844206117784029,0.0037849017220077386
2011-03-01,sp500,4.874662829239662,4.880727332984338,-0.00593010177713398,-0.00013440196754288536
2011-03-02,sp500,4.876799093117625,4.880208508757125,-0.004629625878829243,0.001220210239329056
2011-03-03,sp500,4.89387673348606,4.879359673840506,-0.0022659194600349016,0.01678297910558868
2011-03-04,sp500,4.88635620469617,4.877970036876603,0.00732026046919416,0.0010659073503740402
2011-03-07,sp500,4.878474390493917,4.875413020063665,0.0054975438065364216,-0.002436173376285211
2011-03-08,sp500,4.887186236813245,4.872320037782535,-0.006701231678489213,0.021567430709199975
2011-03-09,sp500,4.885752111949565,4.869729309537662,-0.004113510880689669,0.020136313292593577
2011-03-10,sp500,4.867072805452385,4.867455160062999,-0.0007145184875730917,0.0003321638769593349
2011-03-11,sp500,4.8739752026701835,4.866138181022601,0.00709239606914651,0.0007446255784362421
2011-03-14,sp500,4.867918991894661,4.865724280154269,0.0023010907786492497,-0.00010637903825738704
2011-03-15,sp500,4.856395721429257,4.865436112826682,-0.006356192826615145,-0.002684198570809926
2011-03-16,sp500,4.837709458942664,4.865075582287563,-0.0024103399546523373,-0.024955783390247177
2011-03-17,sp500,4.850857701737196,4.865111643288409,0.0010159030182192246,-0.015269844569432145
2011-03-18,sp500,4.850153503906757,4.865807210561108,0.005435922253227485,-0.02108962890757926
2011-03-21,sp500,4.86553244778491,4.867263405078147,-4.767146974267233e-05,-0.0016832858234954173
2011-03-22,sp500,4.8620579432664615,4.86868785981558,-0.005251393067855769,-0.0013785234812626612
2011-03-23,sp500,4.864915639746849,4.870183744520979,0.00048617266695290923,-0.005754277441083033
2011-03-24,sp500,4.874433672915854,4.872347315421115,0.0010038320155333039,0.0010825254792052874
2011-03-25,sp500,4.877484781308751,4.8753715192650855,0.0032249237797542935,-0.001111661736088898
2011-03-28,sp500,4.875044639789907,4.878670813305621,-0.0008246002592423005,-0.002801573256471457
2011-03-29,sp500,4.881740753685154,4.8818027351715,-0.0030431223840153123,0.002981140897669654
2011-03-30,sp500,4.8886183079078105,4.884817906078226,0.00039652976928854173,0.0034038720602964645
2011-03-31,sp500,4.887261660126628,4.887665271389455,0.0011177958337134511,-0.0015214070965408055
2011-04-01,sp500,4.891476312259941,4.889878732944623,0.0016723758112453717,-7.47964959266767e-05
2011-04-04,sp500,4.892302107134391,4.891156888515703,-0.00042369873170524817,0.0015689173503927734
2011-04-05,sp500,4.892152013325479,4.891630966820272,-0.002702120069657929,0.0032231665748643223
2011-04-06,sp500,4.895299262082924,4.8913562046286065,0.0009976608401118243,0.0029453966142058974
2011-04-07,sp500,4.8927522534395385,4.890137663968867,0.0006122771117128236,0.002002312358959202
2011-04-08,sp500,4.889295942237095,4.888093340419046,0.001074803795789783,0.00012779802225892922
2011-04-11,sp500,4.886280713056833,4.88572178320591,0.0005019885484377686,5.694130248556917e-05
2011-04-12,sp500,4.878778688708513,4.883694015588689,-0.003486809702884275,-0.001428517177291866
2011-04-13,sp500,4.87870262283543,4.882188289113594,0.001103790537918535,-0.004589456816082027
2011-04-14,sp500,4.8794630213208565,4.881322984452787,0.0010745242955557315,-0.002934487427485699
2011-04-15,sp500,4.883104906984992,4.881897918872234,0.00048208065109044763,0.0007249074616684226
2011-04-18,sp500,4.871832891215797,4.88419053371668,0.0008899082552053223,-0.013247550756088522
2011-04-19,sp500,4.877560939870913,4.887476962243418,-0.003670660311213003,-0.006245362061291004
2011-04-20,sp500,4.891100725401066,4.891166019449986,0.001133711326342271,-0.0011990053752617413
2011-04-21,sp500,4.896196659690262,4.894808135419945,0.0009580281480316959,0.0004304961222860726
2011-04-25,sp500,4.895149617488555,4.898417533679811,0.0003974642256111769,-0.0036653804168667037
2011-04-26,sp500,4.903718011750178,4.902377517104178,0.0006892113252619743,0.0006512833207388269
2011-04-27,sp500,4.910225466497217,4.906324277712875,-0.003578289574439488,0.0074794783587819325
2011-04-28,sp500,4.913463382343982,4.909408823805516,0.002773217820668525,0.0012813407177976188
2011-04-29,sp500,4.915811662574783,4.911098751099841,1.2001694902797044e-05,0.004700909780039453
2011-05-02,sp500,4.914271225813172,4.911405660937524,-0.0006001623825261321,0.0034657272581748444
2011-05-03,sp500,4.910667618309874,4.910328292901222,-0.0005321032036735006,0.0008714286123252535
2011-05-04,sp500,4.904014725645983,4.908629100613489,-0.0016293031487735771,-0.0029850718187311998
2011-05-05,sp500,4.894925108600803,4.906694753637634,0.004648705635041276,-0.016418350671872695
2011-05-06,sp500,4.8993312245375815,4.904506501273911,-0.0002073557082363576,-0.004967921028092626
2011-05-09,sp500,4.903198550494016,4.902511655367815,-0.002038900708945996,0.0027257958351478706
2011-05-10,sp500,4.911698546236233,4.901207192949734,-0.002645034650818413,0.013136387937317195
2011-05-11,sp500,4.901118002856905,4.900236685478245,6.553520123164309e-05,0.0008157821774279483
2011-05-12,sp500,4.905867195517367,4.899212700912398,0.006207053295734203,0.0004474413092356855
2011-05-13,sp500,4.89813826286911,4.898314159838883,0.00020262452084407955,-0.0003785214906164569
2011-05-16,sp500,4.891776680212939,4.897682727591981,-0.004426800438161731,-0.0014792469408799747
2011-05-17,sp500,4.8916265075140535,4.896872429267271,-0.003952180712174355,-0.0012937410410431838
2011-05-18,sp500,4.9005227647440925,4.895662843149795,0.001725469844060048,0.0031344517502374103
2011-05-19,sp500,4.9029015942928735,4.894143835291099,0.0063126824079084674,0.002445076593866169
2011-05-20,sp500,4.894925108600803,4.892339970874366,0.0009097977829908764,0.0016753399434463745
2011-05-23,sp500,4.883256364766425,4.8904694020996,-0.005330441746481337,-0.0018825955866939026
2011-05-24,sp500,4.882423062949333,4.888885732793509,-0.004156256230308049,-0.0023064136138675195
2011-05-25,sp500,4.885752111949565,4.887636899541277,0.003840052008596576,-0.005724839600308229
2011-05-26,sp500,4.890349128221754,4.886473500756991,0.004096590714997907,-0.00022096325023568397
2011-05-27,sp500,4.894176381402003,4.884776114723031,5.9379784586820455e-06,0.009394328700514265
2011-05-31,sp500,4.90453376321371,4.881618494883369,-0.0028913196799534645,0.025806588010294007
